Date,ChangePoint,MeanBefore,MeanAfter,StdDev,ChangeMagnitude
2010-05-04,True,0.0009863468881853,-0.0047714224298133,0.0211672563332181,-0.005757769317998601
2010-07-06,True,-0.0001238956260475,0.0070348959964795,0.0210125044197729,0.007158791622527
2010-08-05,True,0.0005189346420977,-0.0121988420738589,0.0209230490318582,-0.0127177767159566
2010-08-25,True,-0.0001685127479539,0.0036651212270579,0.0185996792202993,0.0038336339750118
2011-04-12,True,0.0012279130838441,-0.0001168249232691,0.0160666582651732,-0.0013447380071132
2011-06-28,True,-0.0037268499807837,0.0001293131488341,0.013826769704594,0.0038561631296177997
2011-09-09,True,0.0024148634300266,-3.440821801348574e-05,0.013050789185475,-0.002449271648040086
2012-06-26,True,-0.001456391488385,0.0005207884373507,0.0127033390640637,0.0019771799257357
2012-08-17,True,0.0072831620477856,-1.7292903694654048e-05,0.0115179400611518,-0.0073004549514802545
2013-04-18,True,-0.0010872096232728,0.0005822912982166,0.0109645974002742,0.0016695009214894
2013-05-08,True,0.0059009311493814,0.0003201048266803,0.0103740324753953,-0.005580826322701101
2013-05-24,True,-0.0038261274866082,0.000523641878591,0.0105315725411654,0.0043497693651992
2014-03-04,True,0.0002714813356809,-0.0033434100030342,0.0104002324378846,-0.0036148913387150997
2014-04-03,True,-7.58008016629005e-05,0.0019685118974185,0.0099551111183031,0.0020443126990814004
2014-06-20,True,0.0002651833703529,-0.0036925604453544,0.0227799361434335,-0.0039577438157073
2015-01-14,True,-0.0065526973783182,-0.0001400571040625,0.0219604631372053,0.0064126402742557004
2015-02-17,True,0.0135055445688786,-0.001693764225239,0.0251983190411282,-0.0151993087941176
2015-03-17,True,-0.0084465510170845,-0.0009516997426186,0.0241978307425717,0.007494851274465901
2015-12-01,True,-0.0026319254715043,-0.0148443795989791,0.0224073515716875,-0.012212454127474801
2016-01-21,True,4.58831149246615e-05,0.0016281461503831,0.0226863354997606,0.0015822630354584387
2016-03-10,True,0.0128493335515025,0.0010254283436879,0.0215863966099831,-0.0118239052078146
2016-06-09,True,0.0036691909740786,0.0007332230003289,0.019810071342001,-0.0029359679737497
2016-08-03,True,-0.0060932819862733,0.0012346047225088,0.0189848860178293,0.0073278867087820995
2016-09-09,True,0.0076897681354138,0.0008887923968174,0.0184483927080875,-0.006800975738596399
2016-11-14,True,-0.0036557102342447,0.0013452271588892,0.0179302484424687,0.0050009373931339
2016-12-14,True,0.0112372956016947,0.0008460860906742,0.0175989337918474,-0.0103912095110205
2017-06-21,True,-0.0014643209244696,0.001838424841441,0.0165817702962856,0.0033027457659106
2017-09-27,True,0.0043824125387078,0.0010806412720423,0.0159528360099887,-0.0033017712666655002
2017-10-12,True,-0.005712130352914,0.001414214878625,0.0159789724236619,0.007126345231539001
2017-11-07,True,0.007523473912727,0.0008803961280724,0.0158272426112082,-0.0066430777846546
2018-08-15,True,0.000496609395384,0.0070849483065359,0.0160273857095248,0.0065883389111519
2018-08-31,True,0.0001788011810015,-0.0050930423810975,0.0248741988862375,-0.005271843562099
2019-01-02,True,-0.0050734463454726,0.0012545869966487,0.021034789123214,0.0063280333421213
2019-01-21,True,0.0157246787089574,0.0004991203610663,0.0207065609550054,-0.015225558347891098
2019-08-08,True,-0.0008503606186997,0.0022609427513165,0.0201385831371741,0.0031113033700162
2020-01-07,True,-0.0002678094305862,-0.0073154536468064,0.0212647263214787,-0.007047644216220199
2020-03-06,True,-0.0010488627844457,-0.0557105160424173,0.0506376778041022,-0.0546616532579716
2020-04-22,True,-8.545320977715719e-05,0.0035767338495897,0.0255307811621768,0.0036621870593668573
2020-06-09,True,0.045933541218919,0.0013870442925323,0.0326240149092244,-0.0445464969263867
2020-11-02,True,-0.0008514492898887,0.0032474782558259,0.0210942055448027,0.0040989275457146
2020-11-26,True,0.0146592471813764,0.0023986689969006,0.0197194572250158,-0.0122605781844758
2021-03-08,True,0.0055895772230514,0.0011000435560253,0.0190742849760802,-0.0044895336670261006
2021-11-10,True,0.0020844216794936,-0.0062494361729967,0.0219474590824809,-0.0083338578524903
2021-12-21,True,0.001467886277141,0.0117767972768801,0.0224809075415471,0.010308910999739102
2022-03-09,True,0.002716050389217,-0.0020391795174179,0.0254427183137127,-0.0047552299066349005
